Date,Service,nbTable,nbCustomer,TotalPrice
2018-12-01,Lunch,17,21,300.8897493101657
2018-12-01,Lunch,40,11,189.0002603817241
2018-12-01,Lunch,8,10,151.77387189390222
2018-12-01,Lunch,30,9,133.8504967239872
2018-12-01,Lunch,13,10,227.63970607339274
2018-12-01,Lunch,30,6,158.19380273257727
2018-12-01,Lunch,18,3,53.97908113555469
2018-12-01,Dinner,5,4,94.47026941113985
2018-12-01,Dinner,35,16,340.68196622876667
2018-12-01,Dinner,1,11,290.8213149926149
2018-12-01,Dinner,18,18,419.5240336303802
2018-12-01,Dinner,39,21,363.2736670728684
2018-12-02,Lunch,21,3,55.93077969242912
2018-12-02,Lunch,1,8,171.73019495901727
2018-12-02,Lunch,37,19,245.3507502698857
2018-12-02,Lunch,37,20,365.265584061018
2018-12-02,Lunch,8,17,420.03107639225357
2018-12-02,Lunch,24,2,33.801502060139626
2018-12-04,Lunch,7,6,173.32645511619486
2018-12-04,Lunch,6,6,86.8994197148338
2018-12-04,Lunch,23,17,371.0704814282673
2018-12-04,Lunch,39,15,374.0134432949917
2018-12-04,Lunch,34,12,184.1230069056664
2018-12-04,Lunch,34,12,259.3710776547301
2018-12-05,Lunch,11,21,612.8936996399468
2018-12-05,Lunch,37,9,144.1712478745166
2018-12-05,Lunch,5,8,219.22998421929083
2018-12-05,Lunch,8,20,595.9715470580298
2018-12-05,Lunch,30,6,121.27991974835334
2018-12-06,Lunch,39,16,458.80203155272085
2018-12-06,Lunch,29,24,707.6583247526896
2018-12-06,Lunch,8,6,125.50254686179183
2018-12-06,Lunch,31,1,27.56022218270023
2018-12-06,Lunch,39,17,289.96981804248713
2018-12-06,Lunch,31,2,37.27993887316883
2018-12-06,Dinner,27,8,90.2659674074542
2018-12-06,Dinner,30,11,174.48730542704828
2018-12-06,Dinner,23,22,344.75839819523435
2018-12-06,Dinner,25,8,130.62084335867993
2018-12-07,Lunch,23,10,98.40647656570445
2018-12-07,Lunch,11,17,492.55664687632117
2018-12-07,Lunch,33,3,64.20945321519747
2018-12-07,Lunch,22,4,115.79190581898055
2018-12-07,Lunch,31,7,173.90657031843065
2018-12-07,Lunch,4,10,264.93787283549403
2018-12-07,Lunch,16,13,301.4154605319921
2018-12-07,Lunch,28,5,53.44232593350639
2018-12-07,Dinner,21,19,665.0
2018-12-07,Dinner,39,6,210.0
2018-12-07,Dinner,35,4,140.0
2018-12-07,Dinner,7,13,455.0
2018-12-07,Dinner,36,25,875.0
