Date,Service,nbTable,nbCustomer,TotalPrice
2018-09-01,Lunch,27,12,175.30184508505167
2018-09-01,Lunch,8,22,454.5021097243141
2018-09-01,Lunch,8,7,143.9223027866661
2018-09-01,Lunch,19,17,313.1876179863996
2018-09-01,Dinner,36,17,203.61752364029087
2018-09-01,Dinner,25,21,578.4931680003817
2018-09-01,Dinner,11,6,157.66480639808486
2018-09-01,Dinner,27,8,120.94642706160212
2018-09-01,Dinner,27,10,149.13691315284555
2018-09-01,Dinner,16,4,93.78224123881144
2018-09-02,Lunch,32,15,222.07374650165326
2018-09-02,Lunch,32,20,559.690284401695
2018-09-02,Lunch,30,4,68.6679585716982
2018-09-02,Lunch,8,2,49.1019659336952
2018-09-02,Lunch,15,13,201.6793212796244
2018-09-04,Lunch,13,6,57.743182497804966
2018-09-04,Lunch,35,5,61.56906482100406
2018-09-04,Lunch,10,6,114.07137978726794
2018-09-04,Lunch,16,13,213.32534949378638
2018-09-04,Lunch,20,24,713.6510182377185
2018-09-04,Lunch,21,8,150.28306884191943
2018-09-05,Lunch,39,14,374.03117427585477
2018-09-05,Lunch,36,6,147.7779288367206
2018-09-05,Lunch,4,6,157.1328308062609
2018-09-05,Lunch,14,19,283.5548551953162
2018-09-05,Lunch,14,25,335.15599194059604
2018-09-06,Lunch,25,24,310.7592263666331
2018-09-06,Lunch,30,14,410.2565311254118
2018-09-06,Lunch,27,22,249.9972883771098
2018-09-06,Lunch,31,4,100.38983489734561
2018-09-06,Dinner,35,2,59.887365670595884
2018-09-06,Dinner,18,12,195.17805877740653
2018-09-06,Dinner,26,5,133.43333063827004
2018-09-06,Dinner,27,13,138.25518582146418
2018-09-06,Dinner,12,20,387.6443960766569
2018-09-06,Dinner,1,13,346.621854968539
2018-09-07,Lunch,24,18,196.30188828238204
2018-09-07,Lunch,6,10,233.615785613303
2018-09-07,Lunch,38,2,37.27087429038123
2018-09-07,Lunch,29,10,125.17182903421059
2018-09-07,Lunch,8,21,246.55979641578355
2018-09-07,Dinner,21,17,595.0
2018-09-07,Dinner,19,11,385.0
2018-09-07,Dinner,39,20,700.0
2018-09-07,Dinner,5,19,665.0
2018-09-08,Lunch,10,7,85.11819907985546
2018-09-08,Lunch,34,24,663.0380161560018
2018-09-08,Lunch,29,7,120.69190582329416
2018-09-08,Lunch,8,5,102.54285292556305
2018-09-08,Lunch,6,24,674.6787851024889
2018-09-08,Dinner,3,18,504.3529426104211
2018-09-08,Dinner,40,24,569.8212851819985
2018-09-08,Dinner,37,20,246.02959402381515
2018-09-08,Dinner,32,5,55.85317744631108
2018-09-09,Lunch,18,13,127.35668096689342
2018-09-09,Lunch,39,8,230.17385076564602
2018-09-09,Lunch,9,5,127.98437423876248
2018-09-09,Lunch,18,17,384.76116134427497
2018-09-09,Lunch,31,24,562.3321015788107
2018-09-11,Lunch,39,18,422.8089919370054
2018-09-11,Lunch,17,3,34.959899022428715
2018-09-11,Lunch,10,8,152.17692276860728
2018-09-11,Lunch,11,12,145.67671525186688
2018-09-11,Lunch,32,4,74.48384833332675
2018-09-11,Lunch,24,21,504.48780131080423
2018-09-11,Lunch,31,3,88.8445957653967
2018-09-12,Lunch,27,6,102.37900675206882
2018-09-12,Lunch,16,18,315.93386765318417
2018-09-12,Lunch,24,2,56.64609154346613
2018-09-12,Lunch,24,16,338.050115917788
2018-09-12,Lunch,36,14,331.4236748434853
2018-09-12,Lunch,8,9,131.45558838076974
2018-09-13,Lunch,14,18,251.97684212445117
2018-09-13,Lunch,19,18,252.85003232786553
2018-09-13,Lunch,22,20,320.27288745695625
2018-09-13,Lunch,28,12,355.3162798413296
2018-09-13,Dinner,35,16,246.0769582038982
2018-09-13,Dinner,38,25,286.17299474881213
2018-09-13,Dinner,21,14,183.47298301075227
2018-09-14,Lunch,14,24,477.3721299184692
2018-09-14,Lunch,15,16,429.4012321330985
2018-09-14,Lunch,19,16,200.30490729968386
2018-09-14,Lunch,39,5,117.46681271428284
2018-09-14,Dinner,18,22,437.3930511558227
2018-09-14,Dinner,40,18,299.60809674421796
2018-09-14,Dinner,25,20,209.35466339411434
2018-09-15,Lunch,1,2,38.79776819003645
2018-09-15,Lunch,21,10,286.93880819501703
2018-09-15,Lunch,15,9,160.3440594092371
2018-09-15,Lunch,12,19,246.65824134355566
2018-09-15,Lunch,38,8,102.31369370818416
2018-09-15,Lunch,28,15,340.56731729806745
2018-09-15,Dinner,39,4,41.07747208615972
2018-09-15,Dinner,31,8,123.8324201858377
2018-09-15,Dinner,20,5,117.49589522124488
2018-09-15,Dinner,5,11,257.49615761881313
2018-09-15,Dinner,6,21,420.56019222635325
2018-09-15,Dinner,6,8,143.2005975258229
2018-09-16,Lunch,17,12,311.644114394816
2018-09-16,Lunch,35,15,376.6864906570744
2018-09-16,Lunch,27,12,141.99608629709576
2018-09-16,Lunch,18,7,80.51041147380539
2018-09-16,Lunch,34,16,220.59833434230592
2018-09-18,Lunch,14,24,712.1349091434939
2018-09-18,Lunch,14,1,26.108876984247075
2018-09-18,Lunch,39,21,212.00861960223838
2018-09-18,Lunch,10,9,141.78770221911822
2018-09-19,Lunch,22,21,270.39841390700366
2018-09-19,Lunch,39,14,250.64230243663138
2018-09-19,Lunch,33,9,86.00843227418144
2018-09-19,Lunch,36,11,151.66949414651006
2018-09-20,Lunch,10,24,706.8485820702222
2018-09-20,Lunch,20,7,82.5525643413075
2018-09-20,Lunch,12,18,469.55328732626816
2018-09-20,Dinner,25,18,220.18091184145908
2018-09-20,Dinner,8,6,97.50994675126806
2018-09-20,Dinner,19,24,243.4157282978641
2018-09-20,Dinner,35,8,102.90353178834988
2018-09-20,Dinner,27,11,268.27524290566913
2018-09-21,Lunch,23,24,703.5582743500531
2018-09-21,Lunch,24,15,412.7379319366737
2018-09-21,Lunch,29,5,129.5079072793794
2018-09-21,Lunch,23,19,307.82484395219404
2018-09-21,Dinner,26,19,275.72843806934037
2018-09-21,Dinner,10,16,314.9454305919368
2018-09-21,Dinner,31,12,210.79741895979032
2018-09-21,Dinner,6,6,78.62596066424918
2018-09-21,Dinner,5,14,147.1019755426363
2018-09-21,Dinner,32,3,48.27926537801061
2018-09-22,Lunch,15,16,381.90404039062724
2018-09-22,Lunch,40,22,275.02490931599334
2018-09-22,Lunch,3,25,275.38825168029393
2018-09-22,Dinner,4,17,465.0107671284164
2018-09-22,Dinner,10,1,12.824285205603543
2018-09-22,Dinner,26,13,305.7546132982802
2018-09-22,Dinner,38,9,178.40304075953847
2018-09-22,Dinner,33,15,188.55604324373505
2018-09-22,Dinner,4,11,285.02194658546034
2018-09-23,Lunch,29,7,167.61042193743617
2018-09-23,Lunch,28,1,18.01765832969913
2018-09-23,Lunch,28,1,12.064910946907677
2018-09-23,Lunch,12,4,89.70676967440846
2018-09-23,Lunch,21,3,85.9620757352814
2018-09-23,Lunch,29,19,267.1247079299092
2018-09-23,Lunch,25,11,292.9314119867997
2018-09-23,Lunch,17,5,55.92562705534369
2018-09-23,Lunch,1,19,347.812818339114
2018-09-25,Lunch,8,17,416.41609995056257
2018-09-25,Lunch,28,2,32.72308930990768
2018-09-25,Lunch,37,12,259.4358766938657
2018-09-25,Lunch,16,14,321.3445742782106
