Date,Service,nbTable,nbCustomer,TotalPrice
2022-01-01,Lunch,40,6,132.32501678578615
2022-01-01,Lunch,15,2,54.3479469676622
2022-01-01,Lunch,22,5,91.30669978362778
2022-01-01,Lunch,36,14,156.74958421202723
2022-01-01,Lunch,11,12,177.2342881376431
2022-01-01,Lunch,6,11,138.76867642160056
2022-01-01,Lunch,12,11,144.69622482588727
2022-01-01,Dinner,18,8,223.17581231182692
2022-01-01,Dinner,20,17,162.7190004024315
2022-01-01,Dinner,28,7,95.84505942049907
2022-01-01,Dinner,19,19,219.89627753957575
2022-01-02,Lunch,24,4,56.1508305820216
2022-01-02,Lunch,13,5,118.7185969404884
2022-01-02,Lunch,6,23,314.280255052003
2022-01-02,Lunch,39,3,35.95519333820562
2022-01-02,Lunch,4,18,214.05958294533465
2022-01-02,Lunch,33,3,87.56502259992075
2022-01-04,Lunch,30,24,534.5487400278741
2022-01-04,Lunch,19,5,123.38825799531811
2022-01-04,Lunch,6,21,387.57978443756264
2022-01-04,Lunch,24,12,348.735883548971
2022-01-05,Lunch,16,1,15.030547430287216
2022-01-05,Lunch,39,22,404.82390522185995
2022-01-05,Lunch,28,9,97.06130494713237
2022-01-05,Lunch,15,6,57.779812395632774
2022-01-05,Lunch,1,12,262.9578159918363
2022-01-05,Lunch,20,7,114.0808762703457
2022-01-05,Lunch,30,8,189.6602080643359
2022-01-06,Lunch,22,18,503.49778754859545
2022-01-06,Lunch,33,18,356.7433902900109
2022-01-06,Lunch,27,3,38.7741979715717
2022-01-06,Lunch,40,14,244.63414714858635
2022-01-06,Lunch,38,8,237.1861504471882
2022-01-06,Dinner,31,21,253.50309838384
2022-01-06,Dinner,16,3,87.29943585010359
2022-01-06,Dinner,15,24,587.5496489189989
2022-01-07,Lunch,39,23,377.42935606503517
2022-01-07,Lunch,1,18,245.94382896153658
2022-01-07,Lunch,8,14,344.7635108087192
2022-01-07,Lunch,40,10,228.91456987892965
2022-01-07,Dinner,5,9,315.0
2022-01-07,Dinner,36,22,770.0
2022-01-07,Dinner,20,16,560.0
2022-01-07,Dinner,2,7,245.0
2022-01-07,Dinner,15,12,420.0
2022-01-07,Dinner,19,3,105.0
2022-01-08,Lunch,23,17,441.4461515721761
2022-01-08,Lunch,26,4,48.54844234434789
2022-01-08,Lunch,9,19,438.9054995704605
2022-01-08,Lunch,31,10,166.35812100138577
2022-01-08,Lunch,13,3,58.41158316250984
2022-01-08,Lunch,13,6,123.81008192038317
2022-01-08,Dinner,20,19,258.08955364328244
2022-01-08,Dinner,2,16,166.50656760650452
2022-01-08,Dinner,12,4,41.19109737550315
2022-01-08,Dinner,28,15,341.3791258513896
2022-01-08,Dinner,23,12,288.51547302281307
2022-01-09,Lunch,12,15,337.5661444474419
2022-01-09,Lunch,9,21,521.1711223294424
2022-01-09,Lunch,7,25,620.5574150222695
2022-01-09,Lunch,19,9,233.37238649667268
2022-01-11,Lunch,36,3,76.40827035450091
2022-01-11,Lunch,6,4,72.54008601297716
2022-01-11,Lunch,7,12,246.61591972438907
2022-01-11,Lunch,9,4,85.82869278654914
2022-01-11,Lunch,30,5,56.80081596010225
2022-01-11,Lunch,18,20,379.7135339101037
2022-01-11,Lunch,2,17,288.8911904131077
2022-01-11,Lunch,21,5,112.80229335871186
2022-01-12,Lunch,25,6,126.56038850987989
2022-01-12,Lunch,37,24,455.2458503278489
2022-01-12,Lunch,6,7,107.93142421938757
2022-01-12,Lunch,20,17,435.79526773830713
2022-01-12,Lunch,4,15,268.670842641749
2022-01-13,Lunch,26,18,290.7019268796155
2022-01-13,Lunch,11,14,256.26251453617766
2022-01-13,Lunch,26,21,413.4287718284848
2022-01-13,Lunch,33,6,71.01265328044565
2022-01-13,Dinner,9,7,203.1367748314096
2022-01-13,Dinner,26,13,275.314993953775
2022-01-13,Dinner,14,14,315.6780644314757
2022-01-13,Dinner,19,24,489.81483347772246
2022-01-13,Dinner,2,9,259.3608716051437
2022-01-14,Lunch,7,25,600.8898301373529
2022-01-14,Lunch,24,8,209.77525258204102
2022-01-14,Lunch,21,16,409.4761295686232
2022-01-14,Lunch,25,7,180.30468101905285
2022-01-14,Lunch,40,9,122.63648822189202
2022-01-14,Dinner,38,20,306.3275759319621
2022-01-14,Dinner,25,13,167.94096322904346
2022-01-14,Dinner,19,12,259.5096122897087
2022-01-14,Dinner,7,8,177.12899135157437
2022-01-15,Lunch,24,5,58.99520567144712
2022-01-15,Lunch,24,12,237.09562064348984
2022-01-15,Lunch,3,10,190.6039201116192
2022-01-15,Lunch,9,17,322.97379696516623
2022-01-15,Lunch,39,3,72.81628297205799
2022-01-15,Lunch,13,17,505.5626912425275
2022-01-15,Dinner,36,25,335.08982223285005
2022-01-15,Dinner,14,16,434.0060380592401
2022-01-15,Dinner,21,16,305.0947251360575
2022-01-15,Dinner,39,2,40.238455196632856
2022-01-15,Dinner,19,5,124.67984026988645
2022-01-16,Lunch,12,16,333.3310110161707
2022-01-16,Lunch,32,9,216.51494830410815
2022-01-16,Lunch,30,18,496.0554437715801
2022-01-16,Lunch,31,3,36.637180657869955
2022-01-16,Lunch,38,7,180.75310667554987
2022-01-16,Lunch,31,11,182.7567310479787
2022-01-18,Lunch,32,14,362.9330645934284
2022-01-18,Lunch,16,16,377.2118529776893
2022-01-18,Lunch,21,16,202.6356335435045
2022-01-18,Lunch,3,2,47.08417433907821
2022-01-18,Lunch,11,20,397.8840461845731
2022-01-19,Lunch,5,17,454.45906634495634
2022-01-19,Lunch,15,21,525.0660430687483
2022-01-19,Lunch,19,11,203.4181529991992
2022-01-19,Lunch,38,9,102.5606249146433
2022-01-19,Lunch,5,1,26.139828070166427
2022-01-20,Lunch,5,9,228.54008245690866
2022-01-20,Lunch,4,16,278.0353870612953
2022-01-20,Lunch,36,14,221.27602840978926
2022-01-20,Lunch,30,25,722.8741566650592
2022-01-20,Dinner,3,18,341.92680956009247
2022-01-20,Dinner,8,17,183.1012089882892
2022-01-20,Dinner,7,22,557.2071292580088
2022-01-20,Dinner,11,4,46.73557021780216
2022-01-20,Dinner,17,7,95.75756392415255
2022-01-21,Lunch,39,23,606.7487635819995
2022-01-21,Lunch,25,25,508.1546026254268
2022-01-21,Lunch,29,15,261.94783473714506
2022-01-21,Dinner,9,14,151.06985162477986
2022-01-21,Dinner,1,20,493.43725774883796
2022-01-21,Dinner,30,10,113.18141972529
2022-01-21,Dinner,20,10,192.52520121058308
2022-01-22,Lunch,17,9,164.10364736900834
2022-01-22,Lunch,27,8,118.71004787697194
2022-01-22,Lunch,3,22,502.3949350292962
2022-01-22,Lunch,6,2,42.32749923520083
2022-01-22,Lunch,13,1,29.501336409575536
2022-01-22,Lunch,5,12,340.4465840854185
2022-01-22,Dinner,3,14,317.50167384108016
2022-01-22,Dinner,31,6,179.13018317567605
2022-01-22,Dinner,33,3,60.65810031371886
2022-01-22,Dinner,6,24,632.4106863750333
2022-01-22,Dinner,25,9,223.08217156496102
2022-01-22,Dinner,35,3,60.76904638234913
2022-01-22,Dinner,35,8,128.7109135780347
2022-01-23,Lunch,13,14,332.6012263013894
2022-01-23,Lunch,40,3,42.91399141591732
2022-01-23,Lunch,33,22,591.3374675823468
2022-01-23,Lunch,29,20,490.4941878491454
2022-01-25,Lunch,12,2,59.77006128946412
2022-01-25,Lunch,1,15,254.43330309587307
2022-01-25,Lunch,36,5,63.92922308857067
2022-01-25,Lunch,23,14,252.99257489515264
2022-01-25,Lunch,27,20,347.0745333456157
2022-01-25,Lunch,34,9,119.8916346206535
2022-01-26,Lunch,5,18,257.6194187874163
2022-01-26,Lunch,8,12,263.55873116086354
2022-01-26,Lunch,9,20,195.76617834356284
2022-01-26,Lunch,5,1,20.387277818247036
2022-01-26,Lunch,19,1,21.24374302293524
2022-01-26,Lunch,35,17,213.7784890535671
2022-01-27,Lunch,26,24,310.15624618569234
2022-01-27,Lunch,29,15,261.73806483801457
2022-01-27,Lunch,29,18,373.7301323713781
2022-01-27,Dinner,27,24,519.7909616918566
2022-01-27,Dinner,26,24,295.67112848866964
2022-01-27,Dinner,34,20,294.89062782320366
2022-01-28,Lunch,31,22,635.2643856332049
2022-01-28,Lunch,21,16,355.15767671364677
2022-01-28,Lunch,32,10,247.5737594237777
2022-01-28,Lunch,34,3,63.32537662775218
2022-01-28,Dinner,40,20,520.7133559425376
2022-01-28,Dinner,38,3,53.46643822296052
2022-01-28,Dinner,34,23,340.379665511268
2022-01-28,Dinner,31,13,266.97479869577927
2022-01-28,Dinner,37,6,103.40162811234958
2022-01-29,Lunch,9,7,162.53602246440883
2022-01-29,Lunch,10,1,28.49349057911332
2022-01-29,Lunch,27,16,163.53854495785112
2022-01-29,Lunch,38,20,222.42720419999702
2022-01-29,Lunch,14,21,378.5256565917492
2022-01-29,Dinner,20,8,83.83727921316309
2022-01-29,Dinner,21,8,101.41682999553787
2022-01-29,Dinner,12,18,339.1120595805866
2022-01-29,Dinner,19,1,17.562385034129413
2022-01-29,Dinner,34,9,103.04873361376845
2022-01-29,Dinner,24,21,460.2968906903743
2022-01-29,Dinner,4,4,82.70329705110444
2022-01-30,Lunch,7,16,257.7682638536158
2022-01-30,Lunch,35,1,18.916726761413624
2022-01-30,Lunch,5,22,259.37557641015894
2022-01-30,Lunch,13,7,147.66762281112673
2022-01-30,Lunch,35,15,336.7824884901959
2022-01-30,Lunch,26,3,57.007037515653664
