Date,Service,nbTable,nbCustomer,TotalPrice
2022-02-01,Lunch,16,16,419.5629022126971
2022-02-01,Lunch,29,5,123.04052841037765
2022-02-01,Lunch,9,18,375.89910814331756
2022-02-01,Lunch,25,9,241.44815346919728
2022-02-02,Lunch,30,23,682.2248629867518
2022-02-02,Lunch,5,11,274.16288666619266
2022-02-02,Lunch,24,3,78.81662901744221
2022-02-02,Lunch,9,10,178.01123151589522
2022-02-02,Lunch,8,22,629.3008329744175
2022-02-03,Lunch,6,15,417.174213118579
2022-02-03,Lunch,18,12,275.0270589267335
2022-02-03,Lunch,1,18,299.6829159365665
2022-02-03,Lunch,27,19,544.2649824590687
2022-02-03,Dinner,23,4,57.451972470510896
2022-02-03,Dinner,20,3,50.43675085326932
2022-02-03,Dinner,27,19,505.97294434586695
2022-02-03,Dinner,20,13,350.6813738520617
2022-02-03,Dinner,6,15,328.0776588556492
2022-02-03,Dinner,6,7,186.45839364580894
2022-02-04,Lunch,33,3,63.251209942621585
2022-02-04,Lunch,13,10,162.80272111083647
2022-02-04,Lunch,27,12,182.42059382125527
2022-02-04,Lunch,29,15,328.5941839136392
2022-02-04,Lunch,29,12,133.42296603612016
2022-02-04,Lunch,26,18,457.13231559890596
2022-02-04,Dinner,15,19,665.0
2022-02-04,Dinner,27,13,455.0
2022-02-04,Dinner,30,13,455.0
2022-02-04,Dinner,7,25,875.0
2022-02-05,Lunch,18,7,130.30634053372012
2022-02-05,Lunch,1,13,349.37701165476153
2022-02-05,Lunch,31,5,63.48486448259827
2022-02-05,Lunch,33,3,83.25458493370752
2022-02-05,Lunch,27,5,142.3913150311685
2022-02-05,Lunch,22,6,63.16301790405321
2022-02-05,Lunch,27,22,470.2995913346283
2022-02-05,Dinner,39,3,43.22691719097031
2022-02-05,Dinner,39,6,174.810575124021
2022-02-05,Dinner,24,19,365.18117487228255
2022-02-05,Dinner,24,22,545.9423037142758
2022-02-06,Lunch,14,24,651.5178913409444
2022-02-06,Lunch,32,3,76.15447290875595
2022-02-06,Lunch,28,13,303.47939056429914
2022-02-06,Lunch,32,25,409.93473442689066
2022-02-08,Lunch,28,19,525.6565499899771
2022-02-08,Lunch,17,10,295.8333918578674
2022-02-08,Lunch,39,12,235.3019724919675
2022-02-08,Lunch,29,24,705.4428868602688
2022-02-09,Lunch,21,15,328.1219466227483
2022-02-09,Lunch,30,12,174.39259599528123
2022-02-09,Lunch,16,21,409.2277569094752
2022-02-09,Lunch,32,20,393.03700533774105
2022-02-10,Lunch,30,19,357.461431499196
2022-02-10,Lunch,24,4,119.60133945321897
2022-02-10,Lunch,5,19,562.1746190920588
2022-02-10,Lunch,28,22,359.6329184080107
2022-02-10,Lunch,40,1,26.876541066232402
2022-02-10,Dinner,1,22,379.76957444903377
2022-02-10,Dinner,33,15,402.29357914084414
2022-02-10,Dinner,12,11,237.2935651365505
2022-02-10,Dinner,16,6,85.63656590336552
2022-02-10,Dinner,38,3,59.97154995046677
2022-02-11,Lunch,19,21,576.7823018764711
2022-02-11,Lunch,25,11,243.89022985215306
2022-02-11,Lunch,10,23,629.847979736745
2022-02-11,Dinner,39,22,371.05977239147904
