Date,Service,nbTable,nbCustomer,TotalPrice
2020-03-01,Lunch,9,10,294.38656712773854
2020-03-01,Lunch,37,15,263.32001786011557
2020-03-01,Lunch,29,23,451.50811924604795
2020-03-01,Lunch,1,7,170.00822489080085
2020-03-03,Lunch,25,9,264.64266334110783
2020-03-03,Lunch,9,13,285.607534302795
2020-03-03,Lunch,22,1,26.660071199194718
2020-03-03,Lunch,30,17,230.01323646736242
2020-03-03,Lunch,19,16,206.3228637812173
2020-03-03,Lunch,24,6,147.7120088653515
2020-03-04,Lunch,26,22,361.3735841005347
2020-03-04,Lunch,35,2,39.36787792622009
2020-03-04,Lunch,11,16,206.00930968412632
2020-03-04,Lunch,30,4,92.52284426911197
2020-03-04,Lunch,38,20,259.3993971627441
2020-03-05,Lunch,28,3,67.92135721177972
2020-03-05,Lunch,10,8,210.1092548161512
2020-03-05,Lunch,13,19,221.66984802837226
2020-03-05,Lunch,14,13,170.40413394297914
2020-03-05,Lunch,12,5,95.85740789494331
2020-03-05,Lunch,39,4,117.51116433396699
2020-03-05,Lunch,37,18,437.2835781135063
2020-03-05,Dinner,27,21,437.7013534158175
2020-03-05,Dinner,26,17,369.6856059732658
2020-03-05,Dinner,6,4,113.30767253623041
2020-03-05,Dinner,32,19,220.23633500811042
2020-03-05,Dinner,35,4,101.5771804389802
2020-03-06,Lunch,22,2,25.3449316812652
2020-03-06,Lunch,17,19,513.6459726003675
2020-03-06,Lunch,26,18,277.1542701032382
2020-03-06,Lunch,26,24,327.44415979928186
2020-03-06,Lunch,5,7,138.90554815507025
2020-03-06,Dinner,23,4,140.0
2020-03-06,Dinner,26,22,770.0
2020-03-06,Dinner,15,12,420.0
2020-03-06,Dinner,34,9,315.0
2020-03-06,Dinner,5,19,665.0
2020-03-06,Dinner,37,2,70.0
2020-03-06,Dinner,6,2,70.0
2020-03-07,Lunch,25,3,68.86472513432696
2020-03-07,Lunch,1,10,160.3056863020598
2020-03-07,Lunch,39,5,68.1498339949542
2020-03-07,Lunch,24,9,158.39459460084447
2020-03-07,Lunch,26,17,479.0780160181633
2020-03-07,Lunch,36,11,130.1693412138391
2020-03-07,Dinner,20,23,351.5222196912993
2020-03-07,Dinner,27,1,15.50691372365188
2020-03-07,Dinner,24,15,298.1789554570571
2020-03-07,Dinner,3,6,115.30522336544357
2020-03-07,Dinner,16,13,225.84209383687866
2020-03-07,Dinner,31,10,280.385593479883
2020-03-08,Lunch,30,3,41.685903144430505
2020-03-08,Lunch,12,12,265.57245074409946
2020-03-08,Lunch,26,3,69.03295096284845
2020-03-08,Lunch,10,8,89.25040827103261
2020-03-08,Lunch,34,13,292.9403411773393
2020-03-08,Lunch,4,1,12.32323978484485
2020-03-08,Lunch,39,15,301.4428781539885
2020-03-08,Lunch,31,3,66.38331373604245
2020-03-08,Lunch,28,4,41.444664997151406
2020-03-08,Lunch,37,4,90.6046363596141
2020-03-10,Lunch,10,5,138.77721668874705
2020-03-10,Lunch,19,12,155.71033929229017
