Date,Service,nbTable,nbCustomer,TotalPrice
2020-02-01,Lunch,25,10,170.18999717208465
2020-02-01,Lunch,8,2,19.474407569039915
2020-02-01,Lunch,10,25,238.28027402550842
2020-02-01,Lunch,5,1,25.25663843419933
2020-02-01,Lunch,37,5,52.313073478036465
2020-02-01,Lunch,20,1,26.273929042273394
2020-02-01,Lunch,20,13,289.6114469535124
2020-02-01,Dinner,20,2,59.0597429937611
2020-02-01,Dinner,24,2,47.13835944320451
2020-02-01,Dinner,37,23,507.0837459912401
2020-02-01,Dinner,8,15,209.7732735467805
2020-02-01,Dinner,32,15,238.79074154950945
2020-02-01,Dinner,29,7,185.64587049210922
2020-02-02,Lunch,27,5,121.10388999778692
2020-02-02,Lunch,40,18,247.4801522393685
2020-02-02,Lunch,16,7,153.84888191038928
2020-02-02,Lunch,34,6,165.92520412997953
2020-02-02,Lunch,1,21,330.8145159320346
2020-02-02,Lunch,17,9,179.4085524416201
2020-02-02,Lunch,39,4,70.37766417826904
2020-02-04,Lunch,36,16,176.18214917170252
2020-02-04,Lunch,28,1,26.500909510242312
2020-02-04,Lunch,27,23,524.6007183395287
2020-02-04,Lunch,38,18,491.5072525205621
2020-02-05,Lunch,39,21,303.27705625994133
2020-02-05,Lunch,30,22,606.3838014553124
2020-02-05,Lunch,10,15,287.50382933982365
2020-02-05,Lunch,1,1,14.598925273369076
2020-02-05,Lunch,8,8,157.44989945346623
2020-02-06,Lunch,6,13,375.0803115859178
2020-02-06,Lunch,4,2,42.45412024986072
2020-02-06,Lunch,11,18,296.27457413790574
2020-02-06,Lunch,36,7,129.91137535167772
2020-02-06,Lunch,15,4,109.70063024582414
2020-02-06,Lunch,27,3,47.28658968956585
2020-02-06,Lunch,32,1,17.50450931825472
2020-02-06,Lunch,18,20,560.4823753836262
2020-02-06,Dinner,33,4,100.08679949492355
2020-02-06,Dinner,40,7,97.97293287905526
2020-02-06,Dinner,35,17,435.43021760329253
2020-02-06,Dinner,32,21,389.2010569875797
2020-02-06,Dinner,32,2,36.42617442581944
2020-02-06,Dinner,25,9,97.46189518441193
2020-02-07,Lunch,36,12,169.18067473641406
2020-02-07,Lunch,37,17,453.2782161308958
2020-02-07,Lunch,21,12,183.9272285060248
2020-02-07,Lunch,6,1,15.438900098773857
2020-02-07,Lunch,16,24,390.5613898389943
2020-02-07,Lunch,14,4,107.25883380555233
2020-02-07,Dinner,29,4,140.0
2020-02-07,Dinner,29,24,840.0
2020-02-07,Dinner,39,4,140.0
2020-02-07,Dinner,15,8,280.0
2020-02-07,Dinner,14,21,735.0
2020-02-07,Dinner,38,1,35.0
2020-02-08,Lunch,16,6,70.41549659176641
2020-02-08,Lunch,25,8,150.85256142330525
2020-02-08,Lunch,5,12,137.29348138080167
2020-02-08,Lunch,6,23,284.08037296070154
2020-02-08,Lunch,17,14,288.75333612017357
2020-02-08,Dinner,35,1,19.18687530449148
2020-02-08,Dinner,23,20,311.08441908188064
2020-02-08,Dinner,36,5,104.53516575988198
2020-02-08,Dinner,24,20,374.20471746638225
2020-02-08,Dinner,22,17,406.4560035241325
2020-02-08,Dinner,35,1,25.542111350006053
2020-02-09,Lunch,35,4,117.3692383773277
2020-02-09,Lunch,40,21,607.4748698477599
2020-02-09,Lunch,15,14,292.2273946244008
2020-02-09,Lunch,35,11,260.92517380781925
2020-02-11,Lunch,29,16,476.1798430106695
2020-02-11,Lunch,33,11,150.92853070314914
2020-02-11,Lunch,21,15,350.5787122713162
2020-02-11,Lunch,11,9,211.98975976457763
2020-02-11,Lunch,11,14,406.3552034057563
2020-02-12,Lunch,10,19,499.3507339225074
2020-02-12,Lunch,36,18,255.36458088338605
2020-02-12,Lunch,36,25,301.68103796899703
2020-02-13,Lunch,37,7,75.54905693688798
2020-02-13,Lunch,39,2,48.42402514210315
2020-02-13,Lunch,3,24,448.99027982762004
2020-02-13,Lunch,9,6,137.18323285736756
2020-02-13,Lunch,39,5,133.41101386088712
2020-02-13,Lunch,24,24,329.96556131014734
