Date,Service,nbTable,nbCustomer,TotalPrice
2017-08-01,Lunch,9,14,246.94582792006503
2017-08-01,Lunch,2,16,469.026612198933
2017-08-01,Lunch,33,2,19.974136536324092
2017-08-01,Lunch,8,25,598.1068290737746
2017-08-01,Lunch,8,1,29.872985276971626
2017-08-01,Lunch,23,12,262.6819781104762
2017-08-02,Lunch,21,18,278.94241355683636
2017-08-02,Lunch,21,23,511.53591796920495
2017-08-02,Lunch,37,8,142.68636517560714
2017-08-02,Lunch,10,8,150.35114620036558
2017-08-03,Lunch,4,7,73.12320312295998
2017-08-03,Lunch,30,23,335.3272232241201
2017-08-03,Lunch,23,21,219.91769319030954
2017-08-03,Lunch,39,8,192.8427096483889
2017-08-03,Lunch,2,9,106.05263664986798
2017-08-03,Dinner,18,16,416.24313458719377
2017-08-03,Dinner,12,21,203.94112574960124
2017-08-03,Dinner,22,3,70.41709789953998
2017-08-03,Dinner,30,14,187.40304928903112
2017-08-03,Dinner,19,10,266.86196690933957
2017-08-04,Lunch,30,18,247.94035337278754
2017-08-04,Lunch,22,21,316.7703267709017
2017-08-04,Lunch,11,8,143.04864571149247
2017-08-04,Lunch,39,2,28.46590058164459
2017-08-04,Dinner,39,7,245.0
2017-08-04,Dinner,39,15,525.0
2017-08-04,Dinner,11,22,770.0
2017-08-04,Dinner,4,15,525.0
2017-08-04,Dinner,32,2,70.0
2017-08-04,Dinner,29,7,245.0
2017-08-04,Dinner,23,1,35.0
2017-08-05,Lunch,9,12,342.03096637982514
2017-08-05,Lunch,19,13,341.2901861051152
2017-08-05,Lunch,40,6,94.43286842250532
2017-08-05,Lunch,23,8,114.2923555807015
2017-08-05,Lunch,9,25,732.1202539359163
2017-08-05,Dinner,1,9,110.31404753375338
2017-08-05,Dinner,40,4,117.88911420146891
2017-08-05,Dinner,27,1,14.968818177860456
2017-08-05,Dinner,20,9,263.6162117362349
2017-08-05,Dinner,20,21,290.7635167560078
2017-08-05,Dinner,15,17,211.36411661997576
2017-08-05,Dinner,38,4,108.2008767413796
2017-08-06,Lunch,5,19,301.21601267004354
2017-08-06,Lunch,11,22,242.14877824505857
2017-08-06,Lunch,22,21,541.2026077047078
2017-08-06,Lunch,31,1,19.721390203851062
2017-08-06,Lunch,11,5,86.02711181983406
2017-08-08,Lunch,36,7,120.74966479843617
2017-08-08,Lunch,12,9,190.4060300209223
2017-08-08,Lunch,2,5,67.53453892719074
2017-08-08,Lunch,27,12,240.97182264405762
2017-08-08,Lunch,25,18,411.29875084223085
2017-08-08,Lunch,1,12,249.3536551511733
2017-08-08,Lunch,34,5,64.81060838329913
2017-08-09,Lunch,37,11,162.82374559622045
2017-08-09,Lunch,30,21,313.8755531933913
2017-08-09,Lunch,10,17,166.26611399304235
2017-08-10,Lunch,24,14,284.9362300698823
2017-08-10,Lunch,30,1,25.12336693048647
2017-08-10,Lunch,30,22,468.8054490424389
2017-08-10,Lunch,30,25,655.7550243865544
2017-08-10,Dinner,26,14,235.42763638515075
2017-08-10,Dinner,3,3,57.330772292240695
2017-08-10,Dinner,4,12,233.88310193809156
2017-08-10,Dinner,19,6,146.49182834612486
2017-08-10,Dinner,30,23,368.6900761887956
2017-08-10,Dinner,27,4,72.37533559087564
2017-08-11,Lunch,7,6,57.053358030838716
2017-08-11,Lunch,12,13,266.3004391329501
2017-08-11,Lunch,28,14,232.64522684902133
2017-08-11,Lunch,3,19,505.7232842755215
2017-08-11,Lunch,4,17,263.7654013145824
2017-08-11,Dinner,38,10,280.9533633814574
2017-08-11,Dinner,31,23,558.7455340994508
2017-08-11,Dinner,31,4,39.44069262963458
2017-08-11,Dinner,24,19,282.01947385885757
2017-08-11,Dinner,28,9,265.26214903543973
2017-08-11,Dinner,35,3,54.528003888531146
2017-08-12,Lunch,24,16,198.08128496146503
2017-08-12,Lunch,23,6,146.9822344467309
2017-08-12,Lunch,40,11,253.74433904766212
2017-08-12,Lunch,9,13,253.93402028071097
2017-08-12,Lunch,18,9,210.83725370342773
2017-08-12,Lunch,32,2,39.40738042217275
2017-08-12,Dinner,10,22,472.4830050301576
2017-08-12,Dinner,35,24,391.47872618420786
2017-08-12,Dinner,21,2,29.3714793277563
2017-08-12,Dinner,22,21,404.2306574282682
2017-08-13,Lunch,18,9,156.11875360119151
2017-08-13,Lunch,23,19,370.00567289318
2017-08-13,Lunch,11,11,178.51578116609102
2017-08-13,Lunch,8,4,54.73329742705769
2017-08-13,Lunch,17,14,266.9089871409119
2017-08-15,Lunch,23,7,127.14234801012931
2017-08-15,Lunch,8,23,264.20823574859764
2017-08-15,Lunch,13,23,654.7328543114837
2017-08-15,Lunch,15,1,15.859855896631023
2017-08-16,Lunch,25,19,516.2726488458655
2017-08-16,Lunch,23,6,102.56198383880489
2017-08-16,Lunch,23,21,559.170938342261
2017-08-16,Lunch,11,2,43.869407074160364
2017-08-16,Lunch,9,14,370.5895389909686
2017-08-17,Lunch,10,19,205.41132182749425
2017-08-17,Lunch,30,5,149.3970799193842
2017-08-17,Lunch,12,20,215.53351992926483
2017-08-17,Lunch,36,6,156.93002823943178
2017-08-17,Lunch,2,13,279.53630197752506
2017-08-17,Dinner,26,4,110.55355190508124
2017-08-17,Dinner,12,4,69.69479735643928
2017-08-17,Dinner,7,18,442.5229516661187
2017-08-17,Dinner,37,13,323.7736162357892
2017-08-17,Dinner,18,11,105.38368253386577
2017-08-17,Dinner,39,1,18.799025503598454
2017-08-17,Dinner,4,10,265.77650866277486
2017-08-17,Dinner,35,1,9.686426394835888
2017-08-18,Lunch,40,8,176.5946235636874
2017-08-18,Lunch,19,18,187.77050440821856
2017-08-18,Lunch,10,12,320.87984964598047
2017-08-18,Lunch,29,21,203.11168943319075
2017-08-18,Dinner,39,15,228.9060324142676
2017-08-18,Dinner,30,3,49.4856916755053
2017-08-18,Dinner,36,13,288.404438531819
2017-08-18,Dinner,34,16,470.95688113363514
2017-08-18,Dinner,40,18,374.7754975873798
2017-08-19,Lunch,30,8,118.64987057181656
2017-08-19,Lunch,13,6,73.61497021798503
2017-08-19,Lunch,1,18,277.02291635889827
2017-08-19,Lunch,21,5,94.15811761288612
2017-08-19,Lunch,34,23,269.09319216123276
2017-08-19,Dinner,38,11,221.96468536428537
2017-08-19,Dinner,37,8,190.2147448123652
2017-08-19,Dinner,34,4,116.80006103873629
2017-08-19,Dinner,10,3,74.72427527996888
2017-08-19,Dinner,12,23,582.8364319186717
2017-08-20,Lunch,14,23,650.374902201192
2017-08-20,Lunch,15,1,10.251702105414658
2017-08-20,Lunch,13,2,22.340400223824524
2017-08-20,Lunch,9,25,654.3809600535089
2017-08-22,Lunch,4,14,246.77519103027234
2017-08-22,Lunch,21,20,570.0931360727811
2017-08-22,Lunch,2,1,13.240755923269816
2017-08-22,Lunch,19,21,326.5267106553784
2017-08-23,Lunch,27,18,473.76641408950957
2017-08-23,Lunch,26,3,85.62066617360182
2017-08-23,Lunch,23,10,108.59152341773161
2017-08-23,Lunch,31,17,487.0197233375625
2017-08-23,Lunch,3,16,192.50910919940205
2017-08-23,Lunch,18,4,54.85465248899439
2017-08-24,Lunch,19,23,443.96042163570985
2017-08-24,Lunch,30,16,468.4096759025568
2017-08-24,Lunch,7,6,137.97338470406487
2017-08-24,Lunch,38,16,411.70271065037826
2017-08-24,Dinner,14,9,232.34328874852463
2017-08-24,Dinner,33,16,351.4627861604639
2017-08-24,Dinner,31,2,58.896849727796315
2017-08-24,Dinner,9,6,160.79018883927284
2017-08-24,Dinner,5,13,270.08051364703505
2017-08-24,Dinner,30,22,428.64154665576314
2017-08-25,Lunch,20,17,399.05190963958535
2017-08-25,Lunch,28,25,254.55938822213722
2017-08-25,Lunch,10,20,360.38278908283655
2017-08-25,Dinner,34,17,455.94701397874934
2017-08-25,Dinner,35,7,182.75086162508538
2017-08-25,Dinner,6,23,340.1750595057038
2017-08-25,Dinner,3,23,659.3005869416195
2017-08-26,Lunch,12,19,409.8912455672761
2017-08-26,Lunch,29,7,75.57773397880673
2017-08-26,Lunch,9,25,441.2422006183727
2017-08-26,Dinner,8,19,206.07141813645237
2017-08-26,Dinner,26,16,256.9166875980957
2017-08-26,Dinner,27,8,128.1880521287675
2017-08-26,Dinner,11,12,288.0243092256745
2017-08-27,Lunch,5,7,97.63139389268638
2017-08-27,Lunch,18,20,542.2541442424202
2017-08-27,Lunch,7,11,277.14134231000526
2017-08-27,Lunch,23,22,581.1542266915479
2017-08-29,Lunch,22,14,212.3938149822545
2017-08-29,Lunch,39,25,377.158542012842
2017-08-29,Lunch,32,1,18.862131673865278
2017-08-29,Lunch,21,23,382.1917516816723
2017-08-30,Lunch,38,16,177.2697608618032
2017-08-30,Lunch,7,6,167.4176829202531
2017-08-30,Lunch,28,17,437.73861812223964
2017-08-30,Lunch,28,5,49.3486914340503
2017-08-30,Lunch,18,14,412.7730797791089
2017-08-30,Lunch,17,1,21.093326101125875
2017-08-31,Lunch,26,2,53.16385092264249
2017-08-31,Lunch,17,23,642.3863264438718
2017-08-31,Lunch,25,20,488.08879967202785
2017-08-31,Lunch,33,15,181.49673893391346
2017-08-31,Dinner,15,1,23.533818116520358
2017-08-31,Dinner,40,16,320.7120823113195
2017-08-31,Dinner,1,9,189.60849346506353
2017-08-31,Dinner,35,24,350.5631789363714
