Date,Service,nbTable,nbCustomer,TotalPrice
2023-06-01,Lunch,40,8,173.06902697169227
2023-06-01,Lunch,21,18,532.9307828357944
2023-06-01,Lunch,11,9,95.52289369077639
2023-06-01,Lunch,13,2,38.34225284423385
2023-06-01,Lunch,6,10,228.74820451738196
2023-06-01,Lunch,18,7,95.50872700579932
2023-06-01,Lunch,34,16,209.07874106837585
2023-06-01,Dinner,18,21,210.74687826460584
2023-06-01,Dinner,9,13,301.5736907986885
2023-06-01,Dinner,2,16,351.87644423605695
2023-06-01,Dinner,38,14,251.7273395531539
2023-06-01,Dinner,32,3,72.83705574837026
2023-06-02,Lunch,22,14,141.5852685077937
2023-06-02,Lunch,16,14,190.49793656611627
2023-06-02,Lunch,31,12,115.57609218018197
2023-06-02,Lunch,12,24,704.948274955228
2023-06-02,Dinner,36,8,280.0
2023-06-02,Dinner,18,3,105.0
2023-06-02,Dinner,4,1,35.0
2023-06-02,Dinner,2,10,350.0
2023-06-02,Dinner,4,15,525.0
2023-06-02,Dinner,32,25,875.0
2023-06-02,Dinner,13,3,105.0
2023-06-02,Dinner,37,1,35.0
2023-06-03,Lunch,35,8,79.99741263562825
2023-06-03,Lunch,4,7,184.26384688615096
2023-06-03,Lunch,5,15,441.4890153579118
2023-06-03,Lunch,7,6,143.92224243719764
2023-06-03,Lunch,19,25,364.0516510662264
2023-06-03,Lunch,31,9,129.36085668193718
2023-06-03,Dinner,7,12,276.144705353385
2023-06-03,Dinner,2,11,213.5826033856928
2023-06-03,Dinner,20,15,226.51057641951303
2023-06-03,Dinner,19,17,432.73574553388437
2023-06-04,Lunch,11,2,21.54771591870431
2023-06-04,Lunch,27,12,224.8205336470376
2023-06-04,Lunch,20,1,23.99506283224708
2023-06-04,Lunch,9,3,34.29172107951611
2023-06-04,Lunch,28,22,269.3028586102803
2023-06-04,Lunch,6,21,545.2482749301142
2023-06-06,Lunch,27,18,184.39049248504062
2023-06-06,Lunch,13,17,332.87295639383024
2023-06-06,Lunch,20,25,298.8661346038814
2023-06-07,Lunch,27,20,385.29949776462
2023-06-07,Lunch,13,25,368.31827455488013
2023-06-07,Lunch,38,6,144.5975179091856
2023-06-08,Lunch,22,24,649.7775124333708
2023-06-08,Lunch,6,20,217.790956979018
2023-06-08,Lunch,38,7,110.12953588532179
2023-06-08,Lunch,11,4,60.83462461087878
2023-06-08,Dinner,39,6,110.41813669490686
2023-06-08,Dinner,3,16,214.3056005666026
2023-06-08,Dinner,38,19,353.82338323104045
2023-06-08,Dinner,36,23,405.01430689521544
2023-06-08,Dinner,15,6,78.63243935467642
2023-06-09,Lunch,26,4,81.8303062985456
2023-06-09,Lunch,4,2,23.271975232734775
2023-06-09,Lunch,39,13,323.81094221825
2023-06-09,Lunch,31,16,451.64868041295045
2023-06-09,Lunch,15,15,396.956480238857
2023-06-09,Lunch,20,19,402.68947161797666
2023-06-09,Dinner,26,3,63.476384941644646
2023-06-09,Dinner,34,25,469.66809574244576
2023-06-09,Dinner,19,7,115.9151320145387
2023-06-09,Dinner,11,13,264.89415894866744
2023-06-09,Dinner,32,22,536.3810394051976
2023-06-10,Lunch,2,19,220.62097966486988
2023-06-10,Lunch,3,12,126.1691811361377
2023-06-10,Lunch,28,24,620.9262661031066
2023-06-10,Lunch,2,4,103.05808998611735
2023-06-10,Lunch,12,10,117.1548607363101
2023-06-10,Dinner,12,15,392.74192874341975
2023-06-10,Dinner,37,17,457.5903388143974
2023-06-10,Dinner,19,25,507.94870772313277
2023-06-11,Lunch,2,18,212.40180819111563
2023-06-11,Lunch,26,5,99.01304385626742
2023-06-11,Lunch,7,7,150.08383033921154
2023-06-11,Lunch,2,17,503.37207332118027
2023-06-11,Lunch,39,4,76.78435512079153
2023-06-13,Lunch,21,25,523.084243614224
2023-06-13,Lunch,26,8,86.16490649793464
2023-06-13,Lunch,4,2,22.222458466979617
2023-06-13,Lunch,13,6,111.76465587813972
2023-06-13,Lunch,24,4,96.01568745873831
2023-06-13,Lunch,20,18,424.5814985521218
2023-06-14,Lunch,16,7,203.1395610837993
2023-06-14,Lunch,9,18,332.5780078628397
2023-06-14,Lunch,6,6,87.52915152829124
2023-06-14,Lunch,1,18,275.5150969196977
2023-06-14,Lunch,3,12,195.84404386243054
2023-06-15,Lunch,9,25,537.3266100727619
2023-06-15,Lunch,11,24,438.0728408021872
2023-06-15,Lunch,34,8,220.8357235791915
2023-06-15,Dinner,35,6,119.43382333708779
2023-06-15,Dinner,27,25,495.4464197401064
2023-06-15,Dinner,28,8,123.08689741672188
2023-06-15,Dinner,11,21,477.0350815865412
2023-06-16,Lunch,34,11,229.5002001163508
2023-06-16,Lunch,22,11,138.84287944673008
2023-06-16,Lunch,12,22,485.83421635384406
2023-06-16,Lunch,34,22,528.6530887161761
2023-06-16,Dinner,18,12,241.38700813766812
2023-06-16,Dinner,32,20,496.61178723793125
2023-06-16,Dinner,5,20,245.2332333046945
2023-06-16,Dinner,32,15,434.9765719015395
2023-06-17,Lunch,14,21,307.48823513727797
2023-06-17,Lunch,39,8,214.50481990576756
2023-06-17,Lunch,38,7,191.24486398531167
2023-06-17,Lunch,21,21,556.5548044984034
2023-06-17,Dinner,26,11,326.08868076540244
2023-06-17,Dinner,37,14,213.82054811317025
2023-06-17,Dinner,4,9,85.8890086749459
2023-06-17,Dinner,9,1,16.712135397059434
2023-06-17,Dinner,7,8,90.70925373978267
2023-06-17,Dinner,2,8,235.43845088750976
2023-06-17,Dinner,3,16,456.8420080022053
2023-06-18,Lunch,24,5,83.04398527443902
2023-06-18,Lunch,4,13,206.66337556331558
2023-06-18,Lunch,3,21,355.1514782327484
2023-06-18,Lunch,13,1,11.17555655054844
2023-06-18,Lunch,16,22,565.2796321798726
2023-06-18,Lunch,39,5,95.00820843825686
2023-06-20,Lunch,31,5,129.73695329218918
2023-06-20,Lunch,35,5,132.68272646398697
2023-06-20,Lunch,22,5,84.15445938185354
2023-06-20,Lunch,38,21,359.10531771503884
2023-06-20,Lunch,11,5,77.2537945628186
2023-06-20,Lunch,4,8,217.87960150771326
2023-06-20,Lunch,4,16,268.3914371483698
2023-06-21,Lunch,36,15,170.5656488829313
2023-06-21,Lunch,39,24,710.4843945829266
2023-06-21,Lunch,9,17,500.65396467441
2023-06-21,Lunch,7,13,322.81399224937906
2023-06-22,Lunch,30,4,74.26933334077906
2023-06-22,Lunch,13,5,140.8810998893302
2023-06-22,Lunch,10,24,399.8899502653795
2023-06-22,Lunch,19,23,462.2756899631868
2023-06-22,Dinner,33,7,73.39925313770229
2023-06-22,Dinner,21,9,114.45284902831507
2023-06-22,Dinner,16,25,733.9036854237456
2023-06-22,Dinner,21,22,339.8190964103759
2023-06-23,Lunch,14,13,211.59821750300404
2023-06-23,Lunch,22,9,121.58517813727754
2023-06-23,Lunch,34,24,507.7619316738763
2023-06-23,Lunch,12,22,235.61204820124263
2023-06-23,Dinner,11,19,538.3508073846737
2023-06-23,Dinner,34,8,203.54501413642626
2023-06-23,Dinner,25,9,145.23916654751932
2023-06-23,Dinner,23,17,391.9225762310255
2023-06-23,Dinner,17,11,143.71285098824362
2023-06-24,Lunch,13,16,468.59783727705894
2023-06-24,Lunch,15,16,314.88130274802245
2023-06-24,Lunch,35,10,294.58850143309917
2023-06-24,Lunch,16,2,46.94147369266005
2023-06-24,Lunch,34,1,24.91031805116036
2023-06-24,Lunch,24,2,19.856848276413274
2023-06-24,Lunch,37,5,61.218273249648014
2023-06-24,Lunch,17,14,271.9250950157274
2023-06-24,Lunch,26,3,76.01549592538885
2023-06-24,Dinner,3,15,390.59213537247996
2023-06-24,Dinner,31,8,140.14512173877964
2023-06-24,Dinner,6,7,155.0770167715148
2023-06-24,Dinner,23,18,244.43295065549302
2023-06-24,Dinner,20,2,57.209246465583306
2023-06-24,Dinner,9,20,504.76541217148196
2023-06-25,Lunch,29,11,254.93452682831924
2023-06-25,Lunch,12,13,125.46922192084202
2023-06-25,Lunch,12,3,33.519082926726014
2023-06-25,Lunch,9,8,201.80452799132942
2023-06-25,Lunch,16,23,368.83424076007617
2023-06-27,Lunch,30,25,518.0462539971421
2023-06-27,Lunch,37,16,212.20262710938556
2023-06-27,Lunch,7,12,265.01168265886895
2023-06-28,Lunch,11,4,115.70137982026183
2023-06-28,Lunch,33,11,109.56379246223895
2023-06-28,Lunch,30,14,413.28058116916856
2023-06-28,Lunch,12,4,56.701901905517275
2023-06-28,Lunch,16,9,244.94555869124108
2023-06-28,Lunch,16,2,41.08903134665026
2023-06-28,Lunch,16,8,90.76339468908606
2023-06-29,Lunch,17,7,166.16787055147697
2023-06-29,Lunch,14,13,218.4175480797438
2023-06-29,Lunch,40,5,88.5627093928504
2023-06-29,Lunch,26,13,344.10104051704764
2023-06-29,Lunch,39,6,98.8832535476298
2023-06-29,Lunch,28,11,228.9630846325066
2023-06-29,Lunch,18,13,147.968855022576
2023-06-29,Dinner,23,19,511.858940816987
2023-06-29,Dinner,37,16,259.4747632540079
2023-06-29,Dinner,34,15,309.1777691328888
2023-06-29,Dinner,40,6,100.55177913223626
2023-06-30,Lunch,7,19,276.352632113463
2023-06-30,Lunch,3,3,67.99046105529291
2023-06-30,Lunch,5,1,26.366015300681973
2023-06-30,Lunch,7,23,453.74051269417595
2023-06-30,Lunch,6,18,174.79351081523131
2023-06-30,Dinner,28,7,134.1234271638869
2023-06-30,Dinner,32,18,267.63301898353325
2023-06-30,Dinner,4,10,255.15146017396063
2023-06-30,Dinner,24,18,330.1726022332034
2023-06-30,Dinner,32,8,222.17915750735054
