Date,Service,nbTable,nbCustomer,TotalPrice
2019-10-01,Lunch,24,14,317.8990308207897
2019-10-01,Lunch,10,5,117.34657508797798
2019-10-01,Lunch,10,5,108.29207110468879
2019-10-01,Lunch,27,10,172.35158103366945
2019-10-01,Lunch,38,9,228.18247722831933
2019-10-01,Lunch,39,15,157.05573772760096
2019-10-02,Lunch,27,3,41.24382255533223
2019-10-02,Lunch,7,5,122.0290876410115
2019-10-02,Lunch,14,14,369.7748872524699
2019-10-02,Lunch,16,15,222.3605365297092
2019-10-02,Lunch,11,6,66.85043358084488
2019-10-02,Lunch,12,1,19.988709715147678
2019-10-02,Lunch,18,20,204.20313794315075
2019-10-03,Lunch,14,8,155.10302827987363
2019-10-03,Lunch,33,11,231.97700073016884
2019-10-03,Lunch,21,12,290.3920867477875
2019-10-03,Lunch,23,25,663.4335216546173
2019-10-03,Dinner,34,19,490.5974977521205
2019-10-03,Dinner,15,12,273.62543773199434
2019-10-03,Dinner,10,8,168.1921145133214
2019-10-03,Dinner,8,3,68.79962236260309
2019-10-03,Dinner,25,17,243.73983499499724
2019-10-04,Lunch,5,12,167.07604257909594
2019-10-04,Lunch,27,23,305.93534141653197
2019-10-04,Lunch,28,5,119.34120473011558
2019-10-04,Lunch,15,13,358.6917632830278
2019-10-04,Lunch,32,3,38.02785822920498
2019-10-04,Lunch,5,1,11.7735803426892
2019-10-04,Lunch,13,13,157.01006841995147
2019-10-04,Dinner,4,12,420.0
2019-10-04,Dinner,10,24,840.0
2019-10-04,Dinner,16,25,875.0
2019-10-05,Lunch,26,25,507.46032047384233
2019-10-05,Lunch,39,2,29.319457204047286
2019-10-05,Lunch,38,22,515.6365238025437
2019-10-05,Lunch,10,7,194.4343045150841
2019-10-05,Lunch,1,3,50.307962141088
2019-10-05,Dinner,25,21,321.6664102996429
2019-10-05,Dinner,10,20,386.66607209854624
2019-10-05,Dinner,5,11,138.52315490793455
2019-10-06,Lunch,22,24,471.29046434101895
2019-10-06,Lunch,35,17,180.30542699213197
2019-10-06,Lunch,32,24,299.8490187539107
2019-10-08,Lunch,13,11,219.47399232588003
2019-10-08,Lunch,24,3,59.58223961542246
2019-10-08,Lunch,19,23,391.45759263723045
2019-10-08,Lunch,20,21,394.3061926944973
2019-10-08,Lunch,7,2,36.21036656890337
2019-10-08,Lunch,3,8,189.93571828619824
2019-10-09,Lunch,23,10,126.10311235330668
2019-10-09,Lunch,25,2,41.74148329655747
2019-10-09,Lunch,33,7,138.48562540776078
2019-10-09,Lunch,36,23,267.8130407275129
2019-10-09,Lunch,9,19,220.06018149149932
2019-10-09,Lunch,12,2,33.34787733870294
2019-10-10,Lunch,7,24,503.950503906489
2019-10-10,Lunch,22,9,253.1994654980056
2019-10-10,Lunch,11,24,311.2330993957779
2019-10-10,Lunch,28,3,50.023590680773424
2019-10-10,Lunch,24,10,197.81313864763572
2019-10-10,Dinner,27,24,258.037947738373
2019-10-10,Dinner,13,25,459.0259713742082
2019-10-10,Dinner,27,10,221.9736565012667
2019-10-11,Lunch,19,8,198.9151435831787
2019-10-11,Lunch,18,7,126.14662015808679
2019-10-11,Lunch,40,22,603.5161985905659
2019-10-11,Lunch,23,4,116.43593039057703
2019-10-11,Lunch,23,20,538.1997610891967
2019-10-11,Dinner,1,20,599.2164369223616
2019-10-11,Dinner,20,11,134.10742152085263
2019-10-11,Dinner,21,4,96.70236756253857
2019-10-11,Dinner,13,21,208.9393504140668
2019-10-11,Dinner,11,5,141.68339533572816
2019-10-12,Lunch,35,6,78.0548876445247
2019-10-12,Lunch,5,15,178.1003176970878
2019-10-12,Lunch,39,2,56.04179206576235
2019-10-12,Lunch,2,20,291.56836573506786
2019-10-12,Lunch,34,22,433.0340946226777
2019-10-12,Lunch,17,5,92.41540237870973
2019-10-12,Dinner,6,4,103.6490060556994
2019-10-12,Dinner,11,10,276.31403664214196
2019-10-12,Dinner,38,7,191.19695179857916
2019-10-12,Dinner,17,25,511.469069952796
2019-10-12,Dinner,14,17,481.69688791990575
2019-10-13,Lunch,36,25,326.11367382521956
2019-10-13,Lunch,17,8,170.41684486233288
2019-10-13,Lunch,11,19,504.8953414859251
2019-10-13,Lunch,33,1,29.709117358412584
2019-10-13,Lunch,6,6,85.16348180849661
2019-10-13,Lunch,17,6,148.0606331854001
2019-10-15,Lunch,3,14,246.74767385683072
2019-10-15,Lunch,6,24,451.3633389903424
2019-10-15,Lunch,35,19,426.0041226136966
2019-10-15,Lunch,28,6,138.27464478621044
2019-10-16,Lunch,40,9,224.27378207715802
2019-10-16,Lunch,40,1,29.232998756207436
2019-10-16,Lunch,8,8,201.15277760232777
2019-10-16,Lunch,34,7,166.80745088386593
2019-10-16,Lunch,17,15,373.76766886359
2019-10-16,Lunch,38,24,651.0227514901236
2019-10-16,Lunch,7,4,112.2946017305158
2019-10-17,Lunch,29,6,154.89204854195987
2019-10-17,Lunch,20,6,65.12870521344571
2019-10-17,Lunch,17,11,168.26509474656223
2019-10-17,Lunch,10,14,213.44331425755777
2019-10-17,Lunch,26,3,66.18465809505574
2019-10-17,Lunch,5,24,472.5995089205477
2019-10-17,Lunch,32,4,45.08806755426388
2019-10-17,Dinner,15,20,518.8723337681666
2019-10-17,Dinner,38,7,177.96809068527722
2019-10-17,Dinner,37,12,133.14286344599694
2019-10-17,Dinner,33,18,190.61436174125365
2019-10-17,Dinner,14,2,33.39847922412885
2019-10-18,Lunch,19,9,161.010882033461
2019-10-18,Lunch,4,6,116.96348415150061
2019-10-18,Lunch,10,16,234.35450808314596
2019-10-18,Lunch,9,19,249.3503808818914
2019-10-18,Lunch,31,6,79.60891606073183
2019-10-18,Lunch,4,2,44.84314981936017
2019-10-18,Lunch,13,4,95.65408994115126
2019-10-18,Dinner,14,2,20.545620323728777
2019-10-18,Dinner,36,8,190.4434691036069
2019-10-18,Dinner,34,20,357.20924724242104
2019-10-18,Dinner,30,16,419.1915827897182
2019-10-18,Dinner,39,16,286.9758275517131
2019-10-19,Lunch,13,4,97.89573843874743
2019-10-19,Lunch,38,20,348.9822605086095
2019-10-19,Lunch,21,5,133.98295444431608
2019-10-19,Lunch,2,9,231.162341700744
2019-10-19,Lunch,22,4,64.71409205726893
2019-10-19,Lunch,14,13,253.619789964053
2019-10-19,Lunch,35,6,174.90990498880117
2019-10-19,Dinner,34,15,444.2430158939332
2019-10-19,Dinner,31,25,536.8084417727358
2019-10-19,Dinner,31,1,22.83655517958654
2019-10-19,Dinner,13,13,235.64567207555993
2019-10-19,Dinner,29,7,83.61144135045187
2019-10-20,Lunch,15,3,50.449743520653065
2019-10-20,Lunch,17,13,363.29332965750996
2019-10-20,Lunch,18,6,149.46808168479924
2019-10-20,Lunch,12,21,262.4575693147619
2019-10-20,Lunch,33,21,432.99669980639777
2019-10-22,Lunch,20,14,143.5126241684594
2019-10-22,Lunch,32,17,326.55479172362317
2019-10-22,Lunch,27,20,318.9765469890729
2019-10-22,Lunch,17,19,256.6652160672143
2019-10-23,Lunch,19,24,456.8545229536305
2019-10-23,Lunch,2,2,37.38865810353482
2019-10-23,Lunch,34,2,56.14237167037956
2019-10-23,Lunch,40,8,124.67352514001972
2019-10-23,Lunch,2,13,360.5514966419645
2019-10-23,Lunch,26,18,267.1658246331332
2019-10-23,Lunch,2,3,32.27086305936488
2019-10-24,Lunch,10,22,509.59074818186
2019-10-24,Lunch,1,19,285.096625879033
2019-10-24,Lunch,39,2,50.70068733953716
2019-10-24,Lunch,24,17,291.7825315479385
2019-10-24,Lunch,23,7,116.16756358072223
2019-10-24,Dinner,21,8,167.6323318304752
2019-10-24,Dinner,24,7,107.76307791081223
2019-10-24,Dinner,8,22,465.60284411095574
2019-10-24,Dinner,34,22,451.3074526271523
2019-10-25,Lunch,14,20,436.8080449382714
2019-10-25,Lunch,7,10,99.51917918409217
2019-10-25,Lunch,34,5,111.94801728576846
2019-10-25,Lunch,39,21,515.0777354813908
2019-10-25,Dinner,38,17,293.6037817335268
2019-10-25,Dinner,8,7,169.80341500714007
2019-10-25,Dinner,13,18,331.87070708835245
2019-10-25,Dinner,34,6,133.82140577729308
2019-10-25,Dinner,29,14,256.65641873100867
2019-10-25,Dinner,20,6,162.5631783413321
2019-10-26,Lunch,21,5,109.47502828972489
2019-10-26,Lunch,36,21,463.3933705507248
2019-10-26,Lunch,31,18,500.5108795247286
2019-10-26,Lunch,9,3,47.617656735447014
2019-10-26,Lunch,31,7,70.07967686652397
2019-10-26,Dinner,29,12,239.9812680619514
2019-10-26,Dinner,33,21,556.8510285282014
2019-10-26,Dinner,38,10,241.60543940241547
2019-10-26,Dinner,6,3,79.22184788439905
2019-10-26,Dinner,22,5,99.08641149369757
